Level,Part Number,Qty,Description,Revision,UM,Category,Source,VendorCode,ProductLine,Bin,PurchaseUM,MFG PartNo,MFG Name,Cost
1.4.6.14,      P-FYH-UQ-998-12035-F,2,M12 x 35 Hex Head Cap Screw; 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,M82650035A20000,Fastenal,19.3
1.4.6.15,      P-FYS-UQ-998-06025-F,8,M6 x 25 Socket Head Cap Screw: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,MS2550025A20000,Fastenal,9.15
1.4.6.16,      P-NYN-UQ-998-06000,8,M6 x 1.0 Nylock Nut: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,1L2550000A20000,Fastenal,0.2545
1.4.6.17,      P-NYN-UQ-998-10000,4,M10 x 1.5 Nylock Nut; 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,1L2600000A20000,Fastenal,47.68
1.4.6.18,      P-NYN-UQ-998-12000,34,M12 x 1.75 Nylock Nut: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,EA,1L2650000A20000,Fastenal,1.58
1.4.6.19,      P-QRQ-UB-999-00016,4,"1.25""W x 4""L x 3/4""H Rubber Bumper",,EA,NOR,P,AST010,5,HWARE,EA,M-1823-W,Astro-Tex,2.35
1.4.6.20,      P-WYQ-UQ-998-06000,8,M6 x 12mm OD Flat Washer: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,MW6360000A20000,Fastenal,0.046
1.4.6.21,      P-WYQ-UQ-998-10000,8,M10 x 20mm OD Flat Washer: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,MW6400000A20000,Fastenal,7.8
1.4.6.22,      P-WYQ-UQ-998-12000,68,M12 x 24mm OD Flat Washer: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,MW6420000A20000,Fastenal,6.6
1.4.7,    A-VMQ-TQ-003-01296,1,2016 BEARCAT LIB REAR PLATFORM ASSY,,EA,Nor,F,PAT003,PE,P3E,EA,,Patriot3,
1.4.7.1,      A-VAQ-TB-003-01073,1,HATCH ACCESS PANEL ASSEMBLY,,EA,Nor,F,PAT003,PE,P3E,EA,,Patriot3,
1.4.7.1.1,        A-WAQ-AB-003-00198,1,HATCH ACCESS PANEL WELDMENT,B,EA,NOR,P,FAB010,3,P3E,EA,WD3198,Fab Tech,
1.4.7.1.1.1,          F-DAA-UQ-003-00046,2,HATCH PANEL STANDOFF BRACKET,A,EA,PHT,F,FAB010,3,P3E,EA,AA3046,Fab Tech,
1.4.7.1.1.2,          F-DAA-UQ-003-00067,2,HATCH PANEL SIDE ANGLE,A,EA,PHT,F,FAB010,3,P3E,EA,AA3067,Fab Tech,
1.4.7.1.1.3,          F-DAA-UQ-003-00068,1,HATCH PANEL FRONT ANGLE,A,EA,PHT,F,FAB010,3,P3E,EA,AA3068,Fab Tech,
1.4.7.1.1.4,          F-DAA-UQ-003-00069,1,HATCH PANEL REAR ANGLE,,EA,PHT,F,FAB010,3,P3E,EA,AA3069,Fab Tech,
1.4.7.1.1.5,          F-DAH-UQ-003-00006,1,HATCH PANEL HINGE,,EA,PHT,F,FAB010,3,P3E,EA,AH3006,Fab Tech,
1.4.7.1.1.6,          F-SAF-UQ-003-00020,2,TRACTION TREAD SUPPORT STRIP,A,EA,PHT,F,FAB010,3,P3E,EA,AF3020,Fab Tech,
1.4.7.1.1.7,          F-SAG-UQ-003-00042,4,HATCH PANEL WIDE GRIP STRUT,A,EA,PHT,F,FAB010,3,P3E,EA,GS3042,Fab Tech,
1.4.7.1.1.8,          F-SAG-UQ-003-00043,1,HATCH PANEL NARROW GRIP STRUT,A,EA,PHT,F,FAB010,3,P3E,EA,GS3043,Fab Tech,
1.4.7.1.1.9,          F-SAO-UQ-003-00004,1,HATCH PANEL TRACTION TREAD (LARGE),,EA,PHT,F,FAB010,3,P3E,EA,TT3004,Fab Tech,
1.4.7.1.1.10,          F-SAO-UQ-003-00005,1,HATCH PANEL TRACTION TREAD (SMALL),A,EA,PHT,F,FAB010,3,P3E,EA,TT3005,Fab Tech,
1.4.7.1.2,        F-DAS-AB-003-00058,1,HATCH ACCESS PANEL EDGE GUARD,,EA,Nor,P,FAB010,3,P3E,EA,AS3058,Fab Tech,
1.4.7.1.3,        F-ONM-UB-001-00001,2,MER STRAP,,EA,Nor,P,CAP001,3,P3E,EA,AMTC-B1084-BL,Capewell Aerial Systems,
1.4.7.1.4,        P-FFU-ZZ-999-38400-P,2,"Square U-Bolt: Zinc Steel: 4""W x 2.63""H",,EA,Nor,P,MCM010,5,HWARE,EA,3060T47,McMaster-Carr,2.75
1.4.7.1.5,        P-FYB-UQ-998-06020-F,7,18-8 Stainless Steel Button-Head Socket Cap Screw: M6 Size: 20 mm Length: 1 mm Pitch,,EA,Nor,P,FAS010,5,HWARE,EA,MB2550020A20000,Fastenal,0.3116
1.4.7.1.6,        P-FYH-UQ-999-38088-F,2,"3/8""-16 x 7/8"" Hex Head Cap Screw: 18-8 SS",,EA,Nor,P,FAS010,5,HWARE,PG,1170861,Fastenal,12.64
1.4.7.1.7,        P-NYN-UQ-999-38000,4,"3/8""-16 Nylock Nut: 18-8 SS",,EA,Nor,P,FAS010,5,HWARE,PG,1170862,Fastenal,0.392
1.4.7.1.8,        P-QRQ-UB-999-00018,2,"Rubber Bumper with 3/8""-16 Threaded Hole",,EA,Nor,P,MCM010,5,HWARE,EA,9546K23,McMaster-Carr,8.86
1.4.7.1.9,        P-WYF-UQ-998-06000,7,M6 x 19mm OD Fender Washer: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,EA,WC6360000A20000,Fastenal,0.088
1.4.7.1.10,        P-WYL-UQ-998-06000,7,M6 Split Lock Washer: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,ML6360000A20000,Fastenal,0.078
1.4.7.1.11,        P-WYQ-UQ-999-38000,2,"3/8"" x 7/8"" OD Flat Washer: 18-8 SS",,EA,Nor,P,FAS010,5,HWARE,PG,1171017,Fastenal,4.13
1.4.7.2,      A-WAQ-AB-003-00361,1,LIBERATOR REAR PLATFORM WELDMENT,,EA,Nor,P,FAB010,3,P3E,EA,WD3361,Fab Tech,
1.4.7.2.1,        F-DAA-UQ-003-00065,1,REAR PLATFORM STAIR MOUNT ANGLE,A,EA,Pht,F,FAB010,3,P3E,EA,AA3065,Fab Tech,
1.4.7.2.2,        F-DAA-UQ-003-00066,1,HATCH PANEL MOUNT ANGLE,,EA,PHT,F,FAB010,3,P3E,EA,AA3066,Fab Tech,
1.4.7.2.3,        F-DAC-UQ-003-00026,1,RAMP HINGE MOUNT CHANNEL,,EA,Pht,F,FAB010,3,P3E,EA,AC3026,Fab Tech,
1.4.7.2.4,        F-DAC-UQ-003-00027,1,REAR PLATFORM STAIR MOUNT CHANNEL,A,EA,Pht,F,FAB010,3,P3E,EA,AC3027,Fab Tech,
1.4.7.2.5,        F-DAP-UQ-003-00035,4,REAR PLATFORM BASE HINGE,,EA,Pht,F,FAB010,3,P3E,EA,AP3035,Fab Tech,
1.4.7.2.6,        F-DAP-UQ-003-00036,2,HATCH PANEL SUPPORT PLATE,A,EA,PHT,F,FAB010,3,P3E,EA,AP3036,Fab Tech,
1.4.7.2.7,        F-DAT-UQ-003-00110,1,LIB REAR PLATFORM SIDE TUBE-LH,,EA,Pht,F,FAB010,3,P3E,EA,AT3110,Fab Tech,
1.4.7.2.8,        F-DAT-UQ-003-00111,1,LIB REAR PLATFORM SIDE TUBE-RH,,EA,Pht,F,FAB010,3,P3E,EA,AT3111,Fab Tech,
1.4.7.2.9,        F-SAG-UQ-003-00061,5,REAR PLATFORM GRIP STRUT,,EA,Pht,F,FAB010,3,P3E,EA,GS3061,Fab Tech,
1.4.7.3,      A-WSQ-SQ-003-00143,10,LIBERATOR HR BRACKET ASSY,C,EA,Nor,P,FAB010,3,P3E,EA,WD3143,Fab Tech,
1.4.7.3.1,        F-DSS-UQ-003-00015,1,HAND RAIL BRACKET BOLT PLATE,,EA,Pht,F,FAB010,3,P3E,EA,SS3015,Fab Tech,0.26
1.4.7.3.2,        F-DSS-UQ-003-00017,1,LIBERATOR HR BRKT SHEET,C,EA,Pht,F,FAB010,3,P3E,EA,SS3017,Fab Tech,
1.4.7.4,      A-WSQ-SQ-003-00216,1,LIBERATOR BACK HAND RAIL WELDMENT,,EA,NOR,P,FAB010,3,P3E,EA,WD3216,Fab Tech,
1.4.7.4.1,        F-DST-UQ-003-00037,1,LIBERATOR BACK HAND RAIL,,EA,PHT,F,FAB010,3,P3E,EA,ST3037,Fab Tech,
1.4.7.4.2,        P-QSQ-UQ-999-00013,2,"304 SS Ring: 3/16"" Diameter: 1"" Ring ID",,EA,PHT,F,FAB010,5,HWARE,EA,3769T72,Fab Tech/McMaster-Carr,1.2
1.4.7.5,      A-WSQ-SQ-003-00262,1,LIB REAR PLATFORM HAND RAIL-LH,,EA,Nor,P,FAB010,3,P3E,EA,WD3262,Fab Tech,
1.4.7.5.1,        F-DSS-UQ-003-00036,2,HAND RAIL FEMALE RECEIVER MOUNT,,EA,Pht,F,FAB010,3,P3E,EA,SS3036,Fab Tech,
1.4.7.5.2,        F-DST-SQ-003-00049,1,REAR PLATFORM HAND RAIL,,EA,Nor,P,FAB010,3,P3E,EA,ST3049,Fab Tech,
1.4.7.5.3,        F-DST-UQ-003-00050,1,HAND RAIL BRACE TUBE,,EA,Pht,F,FAB010,3,P3E,EA,ST3050,Fab Tech,
1.4.7.6,      A-WSQ-SQ-003-00263,1,REAR PLATFORM HAND RAIL-RH,,EA,Nor,P,FAB010,3,P3E,EA,WD3263,Fab Tech,
1.4.7.6.1,        F-DST-SQ-003-00049,1,REAR PLATFORM HAND RAIL,,EA,Nor,P,FAB010,3,P3E,EA,ST3049,Fab Tech,
1.4.7.6.2,        P-QSQ-UQ-999-00013,1,"304 SS Ring: 3/16"" Diameter: 1"" Ring ID",,EA,PHT,F,FAB010,5,HWARE,EA,3769T72,Fab Tech/McMaster-Carr,1.2
1.4.7.7,      F-DFA-PB-003-00020,8,REAR PLATFORM MOUNT TAB,,EA,Nor,P,FAB010,3,P3E,EA,FA3020,Fab Tech,
1.4.7.8,      F-DST-SQ-003-00049,2,REAR PLATFORM HAND RAIL,,EA,Nor,P,FAB010,3,P3E,EA,ST3049,Fab Tech,
1.4.7.9,      P-FYB-UQ-998-06020-F,13,18-8 Stainless Steel Button-Head Socket Cap Screw: M6 Size: 20 mm Length: 1 mm Pitch,,EA,Nor,P,FAS010,5,HWARE,EA,MB2550020A20000,Fastenal,0.3116
1.4.7.10,      P-FYH-UQ-998-10030-F,8,M10 x 30 Hex Head Cap Screw: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,M82600030A20000,Fastenal,25.25
1.4.7.11,      P-FYH-UQ-998-12030-F,2,M12 X 30 Hex Head; 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,M82650030A20000,Fastenal,14.6
1.4.7.12,      P-FYH-UQ-998-12080-F,18,M12 x 80 Hex Head Cap Screw: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,EA,M82650080A20000,Fastenal,4.06
1.4.7.13,      P-FYS-UQ-998-06025-F,4,M6 x 25 Socket Head Cap Screw: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,MS2550025A20000,Fastenal,9.15
1.4.7.14,      P-NYN-UQ-998-06000,17,M6 x 1.0 Nylock Nut: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,1L2550000A20000,Fastenal,0.2545
1.4.7.15,      P-NYN-UQ-998-12000,28,M12 x 1.75 Nylock Nut: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,EA,1L2650000A20000,Fastenal,1.58
1.4.7.16,      P-PYO-UQ-999-38225,10,"3/8"" X 2-1/4"" Roll Pin; 18-8 SS",,EA,Nor,P,FAS010,5,HWARE,EA,171554,Fastenal,3.41
1.4.7.17,      P-PYS-UQ-999-38225,10,"3/8"" x 2-1/4"" Snapper Pin; 18-8 SS",,EA,Nor,P,FAS010,5,HWARE,EA,11104148,Fastenal,4.69
1.4.7.18,      P-QRQ-UB-999-00016,2,"1.25""W x 4""L x 3/4""H Rubber Bumper",,EA,NOR,P,AST010,5,HWARE,EA,M-1823-W,Astro-Tex,2.35
1.4.7.19,      P-WYF-UQ-998-06000,26,M6 x 19mm OD Fender Washer: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,EA,WC6360000A20000,Fastenal,0.088
1.4.7.20,      P-WYQ-UQ-998-06000,4,M6 x 12mm OD Flat Washer: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,MW6360000A20000,Fastenal,0.046
1.4.7.21,      P-WYQ-UQ-998-12000,56,M12 x 24mm OD Flat Washer: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,MW6420000A20000,Fastenal,6.6
1.4.8,    A-VMQ-TQ-003-01301,1,DENMARK BEARCAT ROOF KIT,,EA,Nor,F,PAT003,PE,P3E,EA,,Patriot3,
1.4.8.1,      A-EMQ-UQ-003-01095,1,LIBERATOR PENDANT POWER CABLE ASSY,,EA,Nor,F,PAT003,PE,P3E,EA,,Patriot3,
1.4.8.1.1,        F-OMW-UB-003-01039,1,LIBERATOR PENDANT POWER CABLE,,EA,Nor,P,PAT003,3,P3E,EA,,Patriot3,
1.4.8.1.2,        P-EAA-PO-999-00006,1,Receptacle Dust Cap: Size 16: OD Green,,EA,Nor,P,ALL060,5,HWARE,EA,70143240,Allied Electronics: Inc,3.74
1.4.8.1.3,        P-EAR-ZC-999-00001,1,Connector: Metal Circ: Wall Recept: Size 16s: 5#16 Solder Socket Cont: Clear Chromate.,,EA,Nor,P,ALL060,5,HWARE,EA,70105597,Allied Electronics: Inc,22.07
1.4.8.1.4,        P-EMC-QB-999-00003,1,Weather-Pack Kit: 16-14 Awg: 4-Pole,,EA,Nor,P,MCM010,5,HWARE,EA,9171T34,McMaster-Carr,10.6
1.4.8.2,      A-WAQ-AB-003-00203,2,GO LIGHT PEDESTAL WELDMENT,,EA,NOR,P,FAB010,3,P3E,EA,WD3203,Fab Tech,
1.4.8.2.1,        F-DAS-UQ-003-00040,1,GO LIGHT PEDESTAL SHEET,,EA,PHT,F,FAB010,3,P3E,EA,AS3040,Fab Tech,
1.4.8.2.2,        F-DAS-UQ-003-00041,1,GO LIGHT PEDESTAL BASE,,EA,PHT,F,FAB010,3,P3E,EA,AS3041,Fab Tech,
1.4.8.3,      A-WAQ-AB-003-00235,4,SPOT LIGHT JUNCTION BOX,,EA,NOR,P,FAB010,3,P3E,EA,WD3235,Fab Tech,
1.4.8.3.1,        F-DAS-UQ-003-00055,1,SPOT LIGHT BOX BASE,,EA,PHT,F,FAB010,3,P3E,EA,AS3055,Fab Tech,
1.4.8.3.2,        F-DAS-UQ-003-00056,1,JUNCTION BOX CAP SHEET,,EA,PHT,F,FAB010,3,P3E,EA,AS3056,Fab Tech,
1.4.8.3.3,        F-SAS-UQ-003-00057,2,SPOT LIGHT JUNCTION BOX SIDE SHEET,,EA,PHT,F,FAB010,3,P3E,EA,AS3057,Fab Tech,
1.4.8.4,      F-DAS-AB-003-00042,2,REAR GO-LIGHT BRACKET,,EA,Nor,P,FAB010,3,P3E,EA,AS3042,Fab Tech,35
1.4.8.5,      F-DRS-UQ-003-00000,4,SPOT LIGHT JCT BOX GASKET,A,EA,Nor,P,FAB010,3,P3E,EA,RS3000,Fab Tech,
1.4.8.6,      P-EPG-QB-999-00003,1,"Cord Grip (NEMA 6) Straight: 1/2"" NPT: .20""-.35"" Cord Dia",,EA,Nor,P,MCM010,5,HWARE,EA,69915K54,McMaster-Carr,3.24
1.4.8.7,      P-EPG-QB-999-00006,6,"Liquid-Tight Straight Conduit Fitting: 1"" Trade Size: Black Nylon",,EA,Nor,P,MCM010,5,HWARE,EA,75145K55,McMaster-Carr,5.37
1.4.8.8,      P-EPG-QB-999-00008,2,"Liquid-Tight 90° Conduit Fitting: 1"" Trade Size: Black Nylon",,EA,Nor,P,MCM010,5,HWARE,EA,75145K74,McMaster-Carr,10.73
1.4.8.9,      P-FYH-UQ-998-08020-F,8,M8 x 20 Hex Head Cap Screw: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,M82580020A20000,Fastenal,17.65
1.4.8.10,      P-FYH-UQ-998-10025-F,4,M10 x 25 Hex Head Cap Screw: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,M82600025A20000,Fastenal,22.08
1.4.8.11,      P-FYS-UQ-999-14100-F,16,"10-24 x 1.00"" Socket Head Cap Screw: 18-8 SS",,EA,Nor,P,FAS010,5,HWARE,PG,1173735,Fastenal,12.41
1.4.8.12,      P-NYN-UQ-998-08000,8,M8 x 1.25 Nylock Nut: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,1L2580000A20000,Fastenal,0.5449
1.4.8.13,      P-NYN-UQ-998-10000,4,M10 x 1.5 Nylock Nut; 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,1L2600000A20000,Fastenal,47.68
1.4.8.14,      P-NYN-UQ-999-14000,16,10-24 Nylock Nut: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,EA,1170857,Fastenal,0.07
1.4.8.15,      P-SMQ-QE-999-00001,3,"Fiberglass Hole Plug for 1/2"" Trade Size",,EA,Nor,P,MCM010,5,HWARE,EA,9357K15,McMaster-Carr,6.65
1.4.8.16,      P-WYB-UQ-999-10000,16,#10 Bonded Sealing Washer: 18-8 SS,,EA,Nor,P,MCM010,5,HWARE,EA,94709A212,McMaster-Carr,0.14
1.4.8.17,      P-WYQ-UQ-998-08000,16,M8 x 16mm OD Flat Washer: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,MW6380000A20000,Fastenal,0.0772
1.4.8.18,      P-WYQ-UQ-998-10000,8,M10 x 20mm OD Flat Washer: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,MW6400000A20000,Fastenal,7.8
1.4.8.19,      P-WYQ-UQ-999-10000,16,"#10 x 1/2"" OD Flat Washer: 18-8 SS",,EA,Nor,P,FAS010,5,HWARE,PG,1171009,Fastenal,19.68
1.4.9,    A-VMQ-TQ-003-01314,1,DENMARK LIBERATOR SPARE PIN SET,,EA,Nor,F,PAT003,PE,P3E,EA,,Patriot3,
1.4.9.1,      P-PFB-ZZ-999-31250,1,"5/16"" x 2-1/2"" Snapper Pin w/ Tab Lock: Zinc",,EA,Nor,P,FAS010,5,HWARE,EA,157027,Fastenal,1.87
1.4.9.2,      P-PFB-ZZ-999-38250,2,"3/8"" x 2.50"" Square Snapper Pin w/ Tab Lock",,EA,Nor,P,MCM010,5,HWARE,EA,98416A417,McMaster-Carr,2
1.4.9.3,      P-PFD-ZZ-999-38175,1,"3/8"" X 1.75"" Positive-Lock Pin",,EA,Nor,P,PIV010,5,HWARE,EA,PL6-1750,Pivot Point,9.07
1.4.9.4,      P-PFD-ZZ-999-50100,1,"1/2"" x 1.00"" Positive Lock Pin",,EA,Nor,P,PIV010,5,HWARE,EA,PL8-1000,Pivot Point,
1.4.9.5,      P-PFD-ZZ-999-50150,1,"1/2"" x 1.50"" Positive Lock Pin",,EA,Nor,P,PIV010,5,HWARE,EA,PL8-1500,Pivot Point,16.78
1.4.9.6,      P-PFD-ZZ-999-50300,1,"1/2"" x 3.00"" Positive Lock Pin",,EA,Nor,P,PIV010,5,HWARE,EA,PL8-3000,Pivot Point,5.42
1.4.9.7,      P-PFR-ZZ-999-38175,1,"3/8"" x 1-3/4"" Round Snapper Pin",,EA,Nor,P,MCM010,5,HWARE,EA,98416A219,McMaster-Carr,
1.4.9.8,      P-PFS-ZZ-999-38300,1,"3/8"" x 3.00"" Square Snapper Pin: Zinc Plated",,EA,Nor,P,FAS010,5,HWARE,EA,11121518,Fastenal,1.56
1.4.9.9,      P-PYE-UQ-999-25350,1,"1/4"" x 3-1/2"" Quick-Release Pin",,EA,Nor,P,MCM010,5,HWARE,EA,98404A155,McMaster-Carr,2.42
1.4.9.10,      P-PYE-UQ-999-25400,1,"1/4"" x 4"" Quick-Release Pin",,EA,Nor,P,MCM010,5,HWARE,EA,98404A160,McMaster-Carr,2.37
1.4.9.11,      P-PYE-UQ-999-25500,1,"1/4"" x 5"" Quick-Release Pin",,EA,NOR,P,MCM010,5,HWARE,EA,98404A170,McMaster-Carr,2.62
1.4.9.12,      P-PYS-UQ-999-38225,1,"3/8"" x 2-1/4"" Snapper Pin; 18-8 SS",,EA,Nor,P,FAS010,5,HWARE,EA,11104148,Fastenal,4.69
1.4.10,    A-WAQ-AB-003-00194,2,"LIBERATOR 9"" SIDE STEP WELDMENT",A,EA,Nor,P,FAB010,3,P3E,EA,WD3194,Fab Tech,
1.4.10.1,      F-DAS-UQ-003-00039,1,LIBERATOR SIDE STEP SHEET,,EA,Pht,F,FAB010,3,P3E,EA,AS3039,Fab Tech,
1.4.10.2,      F-DAT-UQ-003-00075,2,"9"" SIDE STEP GRAB PIPE",,EA,Pht,F,FAB010,3,P3E,EA,AT3075,Fab Tech,
1.4.10.3,      F-SAG-UQ-003-00041,1,SIDE STEP GRIP STRUT,,EA,Pht,F,FAB010,3,P3E,EA,GS3041,Fab Tech,
1.4.10.4,      F-SAS-UQ-003-00034,2,SIDE STEP END CAP,A,EA,Pht,F,FAB010,3,P3E,EA,AS3034,Fab Tech,
1.4.11,    A-WAQ-AB-003-00201,2,ACCESS LADDER WELDMENT,,EA,Nor,P,FAB010,3,P3E,EA,WD3201,Fab Tech,
1.4.11.1,      F-DAT-UQ-003-00076,2,ACCESS LADDER SIDE TUBE,,EA,Pht,F,FAB010,3,P3E,EA,AT3076,Fab Tech,
1.4.11.2,      F-SAL-UQ-003-00001,7,ACCESS LADDER RUNG,,EA,PHT,F,FAB010,3,P3E,EA,LR3001,Fab Tech,
1.4.12,    A-WSQ-SQ-003-00200,4,SIDE LADDER LOWER CLEVIS,,EA,Nor,P,FAB010,3,P3E,EA,WD3200,Fab Tech,
1.4.12.1,      F-DSS-UQ-003-00043,1,SIDE ACCESS LADDER LOWER CLEVIS,,EA,Pht,F,FAB010,3,P3E,EA,SS3043,Fastenal,
1.4.12.2,      F-DST-UQ-003-00036,1,LADDER LOWER CLEVIS STAND OFF,,EA,Pht,F,FAB010,3,P3E,EA,ST3036,Fab Tech,
1.4.13,    F-DSS-SQ-003-01358,1,REAR GRATING BRACKET-RH,,EA,Nor,P,FAB010,3,P3E,EA,SS31358,Fab Tech,
1.4.14,    F-DSS-SQ-003-01359,1,REAR GRATING BRACKET-LH,,EA,Nor,P,FAB010,3,P3E,EA,SS31359,Fab Tech,
1.4.15,    P-FYH-UQ-998-10045-F,8,M10 x 45 Hex Head Cap Screw; 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,EA,M82600045A20000,Fastenal,1.01
1.4.16,    P-FYH-UQ-998-10070-P,4,M10 x 70 Hex Head Cap Screw; 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,EA,M72600070A20000,Fastenal,1.65
1.4.17,    P-FYH-UQ-998-10100-P,4,M10 x 100 Hex Head Cap Screw: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,EA,M72600100A20000,Fastenal,3.74
1.4.18,    P-FYH-UQ-998-12030-F,10,M12 X 30 Hex Head; 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,M82650030A20000,Fastenal,14.6
1.4.19,    P-NYN-UQ-998-10000,16,M10 x 1.5 Nylock Nut; 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,1L2600000A20000,Fastenal,47.68
1.4.20,    P-NYN-UQ-998-12000,10,M12 x 1.75 Nylock Nut: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,EA,1L2650000A20000,Fastenal,1.58
1.4.21,    P-PFB-ZZ-999-38250,8,"3/8"" x 2.50"" Square Snapper Pin w/ Tab Lock",,EA,Nor,P,MCM010,5,HWARE,EA,98416A417,McMaster-Carr,2
1.4.22,    P-WYQ-UQ-998-10000,32,M10 x 20mm OD Flat Washer: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,MW6400000A20000,Fastenal,7.8
1.4.23,    P-WYQ-UQ-998-12000,20,M12 x 24mm OD Flat Washer: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,MW6420000A20000,Fastenal,6.6
1.4.24,    P3E-HCC-001-0131,1,BEARCAT LIBERATOR HYDRAULICS,,EA,Nor,F,PAT003,PE,P3E,EA,,Patriot3,
1.4.24.1,      A-HMQ-MQ-003-01100,1,"LIBERATOR PUMP HOUSING HOSE ASSEMBLY-48.0"" O'ALL",,EA,Nor,P,SUN050,3,P3E,EA,,SunSource,
1.4.24.1.1,        P-YFF-ZZ-999-00239,2,Female JIC-6 37° - Swivel - Straight,,EA,Pht,F,SUN050,5,HWARE,EA,10643-6-6,SunSource,6.8
1.4.24.1.2,        P-YRS-UB-999-00417,1,"3000psi 3/8"" Braided Hose: 45.0"" Cut Length",,EA,Pht,F,SUN050,3,P3E,EA,,SunSource,
1.4.24.2,      A-HMQ-MQ-003-01100,1,"LIBERATOR PUMP HOUSING HOSE ASSEMBLY-48.0"" O'ALL",,EA,Nor,P,SUN050,3,P3E,EA,,SunSource,
1.4.24.2.1,        P-YFF-ZZ-999-00239,2,Female JIC-6 37° - Swivel - Straight,,EA,Pht,F,SUN050,5,HWARE,EA,10643-6-6,SunSource,6.8
1.4.24.2.2,        P-YRS-UB-999-00417,1,"3000psi 3/8"" Braided Hose: 45.0"" Cut Length",,EA,Pht,F,SUN050,3,P3E,EA,,SunSource,
1.4.24.3,      A-HMQ-MQ-003-01101,1,"LIBERATOR LIFT HOSE ASSEMBLY-26.5"" O'ALL",,EA,Nor,P,SUN050,3,P3E,EA,,SunSource,
1.4.24.3.1,        P-YFF-ZZ-999-00239,2,Female JIC-6 37° - Swivel - Straight,,EA,Pht,F,SUN050,5,HWARE,EA,10643-6-6,SunSource,6.8
1.4.24.3.2,        P-YRS-UB-999-00415,1,"3000psi 3/8"" Braided Hose: 23.5"" Cut Length",,EA,Pht,F,SUN050,3,P3E,EA,,SunSource,
1.4.24.4,      A-HMQ-MQ-003-01102,1,"LIBERATOR LIFT HOSE ASSEMBLY-50.0"" O'ALL",,EA,Nor,P,SUN050,3,P3E,EA,,SunSource,
1.4.24.4.1,        P-YFF-ZZ-999-00239,2,Female JIC-6 37° - Swivel - Straight,,EA,Pht,F,SUN050,5,HWARE,EA,10643-6-6,SunSource,6.8
1.4.24.4.2,        P-YRS-UB-999-00416,1,"3000psi 3/8"" Braided Hose: 47.0"" Cut Length",,EA,Pht,F,SUN050,3,P3E,EA,,SunSource,
1.4.24.5,      A-HMQ-MQ-003-01103,2,"LIBERATOR MAIN HOSE ASSEMBLY-324.0"" O'ALL",,EA,Nor,P,SUN050,3,P3E,EA,,SunSource,
1.4.24.5.1,        P-YFF-ZZ-999-00239,2,Female JIC-6 37° - Swivel - Straight,,EA,Pht,F,SUN050,5,HWARE,EA,10643-6-6,SunSource,6.8
1.4.24.5.2,        P-YRS-UB-999-00418,1,"3000psi 3/8"" Braided Hose: 321.0"" Cut Length",,EA,Pht,F,SUN050,3,P3E,EA,,SunSource,
1.4.24.6,      A-HMQ-UQ-003-01099,1,BEARCAT LIBERATOR 12V PUMP,,EA,Nor,P,SUN050,3,P3E,EA,,SunSource,
1.4.24.6.1,        P-FFS-UB-999-14350-P,4,"10-24 x 3-1/2"" Socket Head Cap Screw: Black Oxide Steel",,EA,PHT,F,SUN050,5,HWARE,EA,,SunSource,
1.4.24.6.2,        P-YFF-ZZ-999-00252,1,Dynamic Test Point,,EA,PHT,F,SUN050,5,HWARE,EA,D1620-01-06SAE,SunSource,
